'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:57.406',163.232,1265.203,-31.329,-36.755,35.410,2.143,-9.954,2.194,1.975,-9.932,2.092,-0.482,0.355,-0.580,37.434
'0:57.410',102.036,1321.600,-33.757,-36.380,37.385,2.120,-9.784,2.257,2.013,-9.894,2.093,-0.485,0.360,-0.551,37.438
'0:57.414',6.324,1284.237,-36.042,-36.005,39.221,2.085,-9.638,2.295,1.936,-9.579,2.250,-0.489,0.362,-0.565,37.442
'0:57.418',-75.888,1328.203,-38.041,-35.607,40.995,2.026,-9.432,2.347,1.936,-9.463,2.212,-0.471,0.362,-0.555,37.446
'0:57.422',-158.654,1367.755,-39.727,-35.156,42.496,1.930,-9.188,2.386,1.897,-9.188,2.370,-0.471,0.362,-0.555,37.450
'0:57.426',-161.359,1353.100,-41.029,-34.506,43.696,1.848,-8.909,2.438,1.781,-8.952,2.409,-0.484,0.349,-0.599,37.454
'0:57.430',-102.313,1365.566,-41.911,-33.802,44.627,1.802,-8.594,2.504,1.743,-8.602,2.372,-0.477,0.355,-0.568,37.458
'0:57.434',-87.493,1398.549,-42.888,-33.098,45.414,1.756,-8.316,2.556,1.626,-8.325,2.567,-0.470,0.351,-0.630,37.462
'0:57.438',-111.746,1421.963,-43.187,-32.020,45.728,1.747,-8.038,2.610,1.665,-8.093,2.570,-0.478,0.346,-0.584,37.465
'0:57.441',-104.740,1452.015,-43.499,-30.444,45.732,1.737,-7.820,2.686,1.703,-7.780,2.729,-0.475,0.351,-0.593,37.469
'0:57.445',-77.507,1487.188,-43.807,-28.685,45.741,1.727,-7.638,2.750,1.702,-7.740,2.768,-0.475,0.351,-0.574,37.473
'0:57.449',-56.490,1561.171,-43.839,-26.650,45.249,1.667,-7.505,2.764,1.704,-7.509,2.653,-0.457,0.344,-0.574,37.477
'0:57.453',-26.829,1564.102,-43.811,-25.128,45.193,1.619,-7.395,2.765,1.549,-7.388,2.769,-0.466,0.349,-0.620,37.481
'0:57.457',-16.843,1582.430,-43.865,-23.407,44.414,1.521,-7.382,2.740,1.511,-7.467,2.650,-0.473,0.342,-0.588,37.485
'0:57.461',-6.878,1609.516,-43.718,-21.525,43.883,1.448,-7.368,2.726,1.357,-7.426,2.648,-0.454,0.340,-0.639,37.489
'0:57.465',-9.582,1646.879,-43.620,-19.903,42.944,1.361,-7.439,2.675,1.396,-7.506,2.570,-0.468,0.328,-0.634,37.493
'0:57.469',-20.356,1693.035,-43.247,-18.526,42.296,1.311,-7.595,2.648,1.165,-7.656,2.604,-0.459,0.337,-0.603,37.497
'0:57.473',-9.582,1715.742,-43.244,-16.943,41.178,1.248,-7.750,2.608,1.319,-7.698,2.606,-0.459,0.337,-0.603,37.501
'0:57.477',-2.832,1728.208,-42.576,-15.926,40.386,1.185,-7.930,2.580,1.127,-7.968,2.523,-0.464,0.332,-0.611,37.505
'0:57.480',22.230,1758.225,-42.280,-15.283,39.382,1.158,-8.097,2.576,1.126,-8.082,2.639,-0.452,0.346,-0.641,37.508
'0:57.484',21.974,1756.777,-42.140,-14.679,38.916,1.120,-8.277,2.548,1.049,-8.276,2.597,-0.463,0.330,-0.622,37.512
'0:57.488',-1.491,1772.174,-41.726,-14.511,38.255,1.081,-8.408,2.569,1.049,-8.432,2.557,-0.436,0.335,-0.620,37.516
'0:57.492',-5.792,1744.311,-40.911,-14.373,37.620,1.055,-8.600,2.578,0.934,-8.584,2.593,-0.445,0.321,-0.647,37.520
'0:57.496',12.797,1732.587,-40.478,-14.694,37.233,1.041,-8.779,2.587,0.972,-8.818,2.591,-0.456,0.323,-0.624,37.524
'0:57.500',3.109,1750.915,-39.848,-15.008,36.598,1.051,-8.972,2.607,0.934,-9.053,2.472,-0.456,0.323,-0.624,37.528
'0:57.504',20.888,1682.052,-39.272,-15.153,36.402,1.048,-9.188,2.628,1.049,-9.249,2.472,-0.464,0.332,-0.639,37.532
'0:57.508',15.501,1701.828,-38.524,-15.780,35.919,1.070,-9.405,2.624,1.010,-9.520,2.469,-0.438,0.333,-0.628,37.536
'0:57.512',10.923,1630.776,-37.885,-16.201,35.376,1.056,-9.632,2.644,1.124,-9.636,2.626,-0.454,0.319,-0.664,37.540
'0:57.516',13.074,1597.792,-36.962,-17.272,35.123,1.053,-9.860,2.652,0.932,-9.944,2.582,-0.447,0.323,-0.626,37.544
'0:57.520',18.461,1591.224,-36.207,-18.152,35.158,1.051,-10.088,2.660,1.009,-10.023,2.582,-0.435,0.321,-0.687,37.548
'0:57.523',20.079,1538.464,-34.565,-20.661,35.132,1.048,-10.305,2.644,1.047,-10.294,2.659,-0.435,0.321,-0.687,37.551
'0:57.527',16.034,1472.533,-33.607,-22.122,35.167,1.058,-10.485,2.653,1.008,-10.565,2.656,-0.443,0.319,-0.649,37.555
'0:57.531',11.988,1413.169,-32.474,-23.407,35.132,1.081,-10.702,2.637,0.970,-10.643,2.616,-0.440,0.321,-0.655,37.559
'0:57.535',13.074,1383.152,-31.586,-25.472,35.289,1.067,-10.858,2.646,0.969,-10.914,2.653,-0.433,0.317,-0.630,37.563
'0:57.539',17.396,1353.100,-30.714,-27.453,35.645,1.077,-11.039,2.631,1.008,-10.994,2.575,-0.435,0.319,-0.670,37.567
'0:57.543',3.918,1306.944,-30.161,-29.748,36.128,1.051,-11.146,2.629,0.970,-11.187,2.572,-0.449,0.310,-0.647,37.571
'0:57.547',1.491,1268.134,-29.145,-32.173,36.428,1.038,-11.255,2.615,0.854,-11.186,2.571,-0.429,0.316,-0.701,37.575
'0:57.551',-3.109,1234.444,-28.102,-34.651,36.920,0.989,-11.265,2.626,0.892,-11.302,2.609,-0.429,0.316,-0.701,37.579
'0:57.555',11.732,1145.064,-27.284,-37.091,37.307,0.964,-11.289,2.637,0.816,-11.379,2.568,-0.433,0.296,-0.689,37.583
'0:57.559',14.969,1153.115,-26.281,-39.883,37.650,0.940,-11.264,2.637,0.816,-11.302,2.530,-0.433,0.314,-0.653,37.587
'0:57.563',3.641,1082.063,-25.336,-42.599,37.859,0.916,-11.227,2.662,0.853,-11.262,2.648,-0.436,0.312,-0.653,37.590
'0:57.566',3.364,1104.770,-24.359,-45.475,38.198,0.867,-11.201,2.673,0.853,-11.067,2.689,-0.422,0.314,-0.691,37.594
'0:57.570',-1.491,1081.322,-23.296,-48.557,38.703,0.843,-11.116,2.699,0.737,-11.141,2.764,-0.433,0.300,-0.672,37.598
'0:57.574',10.923,1053.494,-22.472,-51.510,39.403,0.795,-11.030,2.736,0.698,-10.984,2.842,-0.433,0.300,-0.672,37.602
'0:57.578',12.797,1043.959,-21.641,-54.945,39.899,0.735,-10.896,2.774,0.622,-10.945,2.764,-0.408,0.309,-0.672,37.606
'0:57.582',18.461,1041.028,-20.817,-58.211,40.660,0.688,-10.762,2.812,0.660,-10.751,2.805,-0.428,0.293,-0.697,37.610
'0:57.586',19.824,1023.442,-20.117,-61.538,41.169,0.641,-10.556,2.876,0.621,-10.632,2.884,-0.424,0.294,-0.666,37.614
'0:57.590',16.034,1036.614,-19.105,-64.682,41.778,0.631,-10.374,2.939,0.544,-10.357,2.962,-0.433,0.302,-0.682,37.618
'0:57.594',11.988,1038.097,-18.455,-68.017,42.226,0.572,-10.154,3.039,0.429,-10.006,2.963,-0.421,0.291,-0.668,37.622
'0:57.598',12.797,1045.407,-17.854,-71.536,43.383,0.661,-9.866,3.118,0.505,-9.888,3.082,-0.428,0.284,-0.701,37.626
'0:57.602',17.396,1052.752,-17.198,-73.570,44.436,0.686,-9.794,3.168,0.698,-9.815,3.008,-0.428,0.284,-0.701,37.630
'0:57.605',19.270,1033.683,-16.333,-75.597,44.714,0.773,-9.664,3.148,0.659,-9.736,3.087,-0.419,0.287,-0.680,37.633
'0:57.609',31.684,1097.425,-15.648,-77.976,45.506,0.800,-9.434,3.273,0.697,-9.462,3.206,-0.414,0.282,-0.726,37.637
'0:57.613',27.638,1127.477,-15.257,-81.021,46.802,0.864,-9.194,3.351,0.774,-9.229,3.288,-0.421,0.277,-0.689,37.641
'0:57.617',28.980,1159.719,-14.668,-83.117,48.446,0.914,-9.086,3.378,0.812,-9.153,3.250,-0.422,0.284,-0.695,37.645
'0:57.621',33.302,1175.081,-14.200,-84.134,49.146,0.965,-8.932,3.333,0.852,-8.922,3.174,-0.410,0.278,-0.695,37.649
'0:57.625',50.550,1200.013,-13.733,-86.987,50.251,0.991,-8.800,3.348,0.813,-8.804,3.214,-0.391,0.271,-0.695,37.653
'0:57.629',31.684,1245.427,-13.710,-89.894,51.160,0.992,-8.694,3.229,0.890,-8.728,3.176,-0.391,0.271,-0.695,37.657
'0:57.633',29.512,1279.858,-13.163,-92.464,52.409,0.993,-8.576,3.110,0.852,-8.574,3.099,-0.421,0.268,-0.693,37.661
'0:57.637',45.418,1280.600,-13.061,-97.298,53.909,0.995,-8.457,3.052,0.931,-8.499,2.984,-0.408,0.268,-0.758,37.665
'0:57.641',47.313,1303.307,-12.822,-101.781,55.575,1.155,-8.328,3.081,1.084,-8.306,3.066,-0.422,0.252,-0.733,37.669
'0:57.645',33.835,1353.100,-12.129,-103.471,56.549,1.437,-8.274,3.122,1.353,-8.271,3.149,-0.417,0.259,-0.699,37.673
'0:57.648',48.931,1399.256,-11.457,-102.875,57.245,1.671,-8.230,3.150,1.584,-8.237,3.075,-0.419,0.254,-0.703,37.676
'0:57.652',45.418,1387.531,-10.929,-102.370,57.872,1.694,-8.317,3.052,1.585,-8.356,2.918,-0.419,0.254,-0.703,37.680
'0:57.656',44.353,1452.757,-11.619,-104.810,58.859,1.719,-8.307,2.955,1.623,-8.395,2.957,-0.407,0.257,-0.741,37.684
'0:57.660',31.684,1483.515,-11.724,-105.231,61.077,1.707,-8.333,2.870,1.586,-8.357,2.879,-0.414,0.245,-0.710,37.688
'0:57.664',50.017,1491.567,-11.040,-105.238,62.513,1.731,-8.334,2.846,1.662,-8.358,2.880,-0.412,0.245,-0.716,37.692
'0:57.668',63.219,1473.274,-10.763,-106.156,63.600,1.792,-8.384,2.810,1.740,-8.440,2.764,-0.410,0.245,-0.749,37.696
'0:57.672',59.982,1485.705,-10.824,-106.745,64.466,1.889,-8.435,2.762,1.817,-8.403,2.726,-0.415,0.231,-0.751,37.700
'0:57.676',60.792,1507.706,-10.432,-106.577,64.701,2.061,-8.403,2.765,1.971,-8.482,2.806,-0.400,0.218,-0.781,37.704
'0:57.680',64.561,1528.188,-10.213,-105.521,65.784,2.170,-8.490,2.765,2.125,-8.447,2.731,-0.400,0.218,-0.781,37.708
'0:57.684',50.550,1539.912,-10.280,-104.427,66.310,2.256,-8.540,2.729,2.241,-8.566,2.693,-0.405,0.216,-0.764,37.712
'0:57.688',48.399,1562.619,-10.563,-104.481,66.845,2.353,-8.603,2.693,2.279,-8.645,2.654,-0.393,0.220,-0.812,37.715
'0:57.691',44.353,1536.981,-10.754,-103.525,68.220,2.438,-8.653,2.693,2.356,-8.567,2.734,-0.379,0.222,-0.724,37.719
'0:57.695',43.800,1509.895,-10.932,-102.760,69.037,2.548,-8.644,2.683,2.471,-8.686,2.735,-0.389,0.215,-0.787,37.723
'0:57.699',31.407,1525.998,-10.639,-100.014,69.598,2.535,-8.704,2.693,2.433,-8.725,2.656,-0.389,0.215,-0.787,37.727
'0:57.703',34.367,1542.843,-11.492,-100.190,70.225,2.609,-8.706,2.658,2.587,-8.767,2.658,-0.389,0.215,-0.787,37.731
'0:57.707',16.843,1489.377,-12.097,-99.960,71.295,2.632,-8.876,2.607,2.588,-8.886,2.540,-0.384,0.206,-0.751,37.735
'0:57.711',13.074,1481.326,-12.189,-97.956,71.747,2.717,-8.891,2.560,2.665,-8.888,2.464,-0.386,0.204,-0.762,37.739
'0:57.715',-4.173,1473.274,-13.013,-96.090,72.634,2.778,-8.965,2.535,2.704,-9.006,2.463,-0.386,0.195,-0.768,37.743
'0:57.719',-16.587,1494.498,-13.628,-95.241,72.861,2.838,-9.027,2.510,2.782,-9.048,2.347,-0.391,0.197,-0.758,37.747
'0:57.723',-14.160,1446.153,-14.124,-94.545,73.809,2.887,-9.051,2.535,2.820,-9.086,2.425,-0.386,0.181,-0.768,37.751
'0:57.727',-31.684,1463.739,-14.796,-94.193,74.413,2.887,-9.087,2.571,2.858,-9.046,2.505,-0.377,0.192,-0.797,37.755
'0:57.730',-50.273,1416.842,-15.397,-93.971,74.809,2.862,-9.110,2.570,2.780,-9.161,2.502,-0.377,0.192,-0.797,37.758
'0:57.734',-51.359,1394.135,-15.983,-93.543,75.314,2.923,-9.124,2.570,2.895,-9.201,2.543,-0.380,0.174,-0.770,37.762
'0:57.738',-50.017,1423.446,-16.209,-93.160,75.749,2.935,-9.135,2.619,2.934,-9.203,2.465,-0.377,0.174,-0.783,37.766
'0:57.742',-48.399,1378.032,-16.769,-92.166,75.962,3.045,-9.149,2.632,2.973,-9.164,2.545,-0.365,0.176,-0.806,37.770
'0:57.746',-48.122,1358.256,-17.173,-90.980,76.040,3.118,-9.199,2.644,2.972,-9.201,2.622,-0.368,0.169,-0.774,37.774
'0:57.750',-65.114,1393.393,-17.813,-90.261,76.075,3.204,-9.201,2.621,3.125,-9.203,2.664,-0.372,0.163,-0.783,37.778
'0:57.754',-65.646,1357.514,-18.325,-89.687,76.266,3.228,-9.189,2.646,3.165,-9.246,2.469,-0.359,0.162,-0.814,37.782
'0:57.758',-65.923,1334.066,-19.028,-89.106,76.479,3.278,-9.155,2.635,3.242,-9.168,2.549,-0.359,0.162,-0.814,37.786
'0:57.762',-65.370,1377.290,-19.722,-88.724,76.740,3.278,-9.130,2.648,3.280,-9.130,2.589,-0.354,0.158,-0.818,37.790
'0:57.766',-64.837,1350.910,-20.053,-87.798,76.623,3.364,-9.096,2.662,3.357,-9.131,2.590,-0.354,0.153,-0.829,37.794
'0:57.770',-64.837,1336.255,-20.585,-86.689,76.340,3.438,-9.025,2.676,3.397,-9.056,2.475,-0.352,0.135,-0.827,37.798
'0:57.773',-65.370,1354.583,-21.183,-85.480,75.601,3.500,-8.966,2.702,3.394,-9.051,2.709,-0.356,0.142,-0.833,37.801
'0:57.777',-65.370,1340.669,-21.931,-83.958,75.166,3.574,-8.895,2.717,3.550,-8.940,2.595,-0.349,0.135,-0.829,37.805
'0:57.781',-65.114,1364.118,-22.408,-81.962,74.574,3.624,-8.873,2.718,3.627,-8.903,2.519,-0.349,0.135,-0.829,37.809
'0:57.785',-64.561,1354.583,-23.197,-79.499,74.013,3.685,-8.849,2.768,3.587,-8.861,2.675,-0.326,0.130,-0.854,37.813
'0:57.789',-64.561,1356.031,-23.767,-76.883,73.000,3.722,-8.777,2.806,3.741,-8.786,2.678,-0.339,0.130,-0.862,37.817
'0:57.793',-49.464,1380.221,-24.607,-73.968,72.204,3.784,-8.814,2.806,3.780,-8.865,2.639,-0.326,0.128,-0.841,37.821
'0:57.797',-50.017,1413.169,-25.075,-70.297,71.229,3.820,-8.802,2.855,3.778,-8.860,2.912,-0.323,0.121,-0.827,37.825
'0:57.801',-48.931,1424.187,-25.683,-66.694,70.212,3.882,-8.791,2.893,3.932,-8.825,2.837,-0.325,0.116,-0.850,37.829
'0:57.805',-62.942,1389.014,-26.272,-62.540,69.002,3.895,-8.719,2.930,3.856,-8.746,2.836,-0.316,0.108,-0.850,37.833
'0:57.809',-47.313,1418.325,-26.790,-58.157,67.859,3.907,-8.694,2.955,3.894,-8.785,2.875,-0.316,0.108,-0.850,37.837
'0:57.813',-49.741,1449.826,-27.150,-53.629,66.445,3.944,-8.635,2.981,3.970,-8.629,2.956,-0.312,0.114,-0.808,37.840
'0:57.816',-50.550,1490.825,-27.405,-48.542,64.783,3.982,-8.575,2.994,3.931,-8.588,3.034,-0.300,0.112,-0.856,37.844
'0:57.820',-48.399,1502.550,-27.777,-43.463,63.170,4.019,-8.552,2.983,3.970,-8.590,2.956,-0.314,0.096,-0.837,37.848
'0:57.824',-46.504,1529.671,-27.981,-38.307,61.421,4.044,-8.504,2.997,4.046,-8.551,3.036,-0.284,0.107,-0.885,37.852
'0:57.828',-47.036,1545.774,-28.420,-32.693,59.673,4.081,-8.481,2.997,4.047,-8.474,2.998,-0.291,0.108,-0.871,37.856
'0:57.832',-49.208,1562.619,-28.850,-27.117,57.967,4.130,-8.470,3.010,4.084,-8.511,3.154,-0.291,0.108,-0.871,37.860
'0:57.836',-50.017,1562.619,-29.034,-21.816,55.906,4.142,-8.434,2.999,4.201,-8.438,3.001,-0.293,0.094,-0.871,37.864
'0:57.840',-48.399,1558.982,-29.321,-16.186,53.883,4.155,-8.459,2.999,4.162,-8.476,3.000,-0.293,0.096,-0.879,37.868
'0:57.844',-31.130,1608.775,-29.725,-10.510,51.752,4.167,-8.459,2.999,4.124,-8.554,2.959,-0.279,0.092,-0.883,37.872
'0:57.848',-31.684,1585.362,-29.807,-5.117,49.773,4.154,-8.495,3.010,4.239,-8.516,3.040,-0.281,0.092,-0.883,37.876
'0:57.852',-32.493,1622.724,-29.725,0.252,47.559,4.104,-8.565,3.033,4.201,-8.593,3.039,-0.290,0.089,-0.858,37.880
'0:57.855',-32.493,1616.120,-29.877,5.156,45.567,4.079,-8.661,3.031,4.047,-8.747,2.956,-0.270,0.096,-0.881,37.883
'0:57.859',-31.684,1670.328,-29.674,9.263,43.166,3.992,-8.791,3.027,4.047,-8.787,2.917,-0.270,0.096,-0.881,37.887
'0:57.863',-31.130,1644.689,-29.594,13.348,41.130,3.966,-8.874,3.037,3.931,-8.900,2.992,-0.274,0.082,-0.898,37.891
'0:57.867',-47.036,1690.104,-29.139,17.020,38.899,3.916,-8.945,3.035,3.971,-8.980,2.875,-0.256,0.084,-0.860,37.895
'0:57.871',-31.940,1657.155,-28.538,20.798,36.728,3.915,-9.041,3.070,4.007,-9.132,3.109,-0.267,0.073,-0.906,37.899
'0:57.875',-33.302,1660.793,-27.809,24.776,34.623,3.890,-9.123,3.116,3.737,-9.165,3.143,-0.270,0.080,-0.910,37.903
'0:57.879',-48.122,1679.121,-26.994,28.555,32.561,3.864,-9.219,3.127,3.892,-9.248,3.028,-0.272,0.078,-0.887,37.907
'0:57.883',-45.972,1657.862,-26.017,31.974,30.552,3.815,-9.302,3.124,3.776,-9.323,3.065,-0.255,0.084,-0.860,37.911
'0:57.887',-46.227,1683.500,-25.167,35.049,28.525,3.728,-9.421,3.085,3.814,-9.400,3.103,-0.255,0.084,-0.860,37.915
'0:57.891',-48.399,1644.689,-24.044,37.833,26.463,3.678,-9.504,3.046,3.660,-9.554,3.061,-0.256,0.078,-0.917,37.919
'0:57.895',-49.464,1686.431,-22.666,39.960,24.236,3.604,-9.564,3.008,3.583,-9.630,3.098,-0.253,0.077,-0.887,37.923
'0:57.898',-63.496,1627.845,-21.466,41.688,22.309,3.542,-9.624,2.933,3.469,-9.670,2.900,-0.251,0.080,-0.873,37.926
'0:57.902',-61.068,1642.500,-20.241,42.859,20.161,3.468,-9.683,2.858,3.509,-9.790,2.744,-0.251,0.073,-0.889,37.930
'0:57.906',-62.133,1619.051,-18.665,43.471,17.942,3.406,-9.744,2.772,3.431,-9.747,2.899,-0.255,0.078,-0.860,37.934
'0:57.910',-64.561,1582.430,-16.323,43.218,13.680,3.332,-9.828,2.672,3.317,-9.905,2.661,-0.255,0.078,-0.860,37.938
'0:57.914',-65.370,1567.033,-15.219,42.484,11.513,3.281,-9.949,2.560,3.318,-9.908,2.545,-0.260,0.078,-0.883,37.942
'0:57.918',-63.496,1561.171,-14.200,40.809,9.430,3.219,-10.082,2.461,3.203,-10.063,2.424,-0.241,0.080,-0.915,37.946
'0:57.922',-45.972,1534.792,-13.211,38.812,7.795,3.180,-10.275,2.372,3.088,-10.374,2.302,-0.244,0.075,-0.879,37.950
'0:57.926',-62.133,1504.033,-12.195,36.357,5.581,3.129,-10.468,2.283,3.088,-10.451,2.341,-0.237,0.084,-0.929,37.954
'0:57.930',-47.590,1474.722,-11.677,33.297,4.315,3.066,-10.648,2.194,2.974,-10.724,2.219,-0.234,0.080,-0.906,37.958
'0:57.934',-48.931,1449.826,-10.754,29.572,2.684,3.027,-10.865,2.141,2.974,-10.879,2.179,-0.241,0.078,-0.896,37.962
'0:57.938',-32.216,1423.446,-9.872,25.633,1.270,3.013,-11.033,2.089,2.974,-11.036,2.100,-0.241,0.078,-0.896,37.965
'0:57.941',-30.598,1402.187,-9.003,21.288,0.074,2.987,-11.165,2.099,2.935,-11.151,2.137,-0.246,0.078,-0.887,37.969
'0:57.945',-44.886,1413.169,-8.042,16.530,-1.261,2.961,-11.236,2.133,2.896,-11.267,2.175,-0.242,0.084,-0.904,37.973
'0:57.949',-29.789,1345.048,-7.037,11.879,-2.492,2.949,-11.246,2.194,2.973,-11.267,2.215,-0.248,0.082,-0.912,37.977
'0:57.953',-32.493,1356.031,-5.910,6.999,-3.619,2.961,-11.209,2.279,2.973,-11.227,2.293,-0.230,0.085,-0.866,37.981
'0:57.957',-17.396,1277.669,-4.904,2.241,-5.006,2.974,-11.136,2.353,2.934,-11.109,2.333,-0.242,0.087,-0.846,37.985
'0:57.961',-15.501,1293.772,-4.070,-2.172,-5.994,3.012,-11.063,2.428,2.933,-11.029,2.451,-0.242,0.087,-0.846,37.989
'0:57.965',2.832,1262.272,-3.186,-5.691,-7.651,3.074,-10.955,2.491,3.009,-10.911,2.570,-0.256,0.077,-0.906,37.993
'0:57.969',2.555,1227.099,-2.613,-8.896,-8.930,3.173,-10.908,2.554,3.203,-10.801,2.418,-0.258,0.084,-0.889,37.997
'0:57.973',0.681,1231.513,-1.859,-11.497,-10.152,3.271,-10.850,2.593,3.240,-10.797,2.653,-0.241,0.080,-0.923,38.001
'0:57.977',15.501,1214.633,-1.228,-13.654,-11.544,3.357,-10.851,2.618,3.470,-10.879,2.656,-0.249,0.078,-0.915,38.005
'0:57.980',16.034,1203.650,-0.767,-15.933,-13.062,3.381,-10.887,2.630,3.433,-10.763,2.579,-0.260,0.089,-0.887,38.008
'0:57.984',18.461,1207.323,-0.496,-18.075,-14.454,3.394,-10.852,2.631,3.355,-10.840,2.576,-0.249,0.084,-0.869,38.012
'0:57.988',19.270,1232.219,-0.045,-19.957,-15.728,3.455,-10.817,2.620,3.470,-10.879,2.656,-0.249,0.084,-0.869,38.016
'0:57.992',17.652,1185.357,0.156,-20.859,-17.464,3.542,-10.782,2.658,3.584,-10.840,2.776,-0.258,0.084,-0.885,38.020
'0:57.996',15.778,1232.961,0.617,-21.464,-19.143,3.639,-10.784,2.684,3.662,-10.764,2.738,-0.262,0.075,-0.885,38.024
'0:58.000',31.407,1251.995,0.716,-21.670,-20.343,3.762,-10.750,2.746,3.778,-10.806,2.701,-0.260,0.077,-0.877,38.028
'0:58.004',17.396,1241.013,0.757,-21.012,-21.883,3.860,-10.728,2.760,3.854,-10.727,2.820,-0.249,0.077,-0.910,38.032
'0:58.008',19.824,1234.444,1.098,-19.689,-23.349,3.934,-10.717,2.786,3.816,-10.728,2.741,-0.260,0.082,-0.850,38.036
'0:58.012',3.364,1297.445,1.114,-17.547,-24.693,3.971,-10.657,2.812,3.931,-10.651,2.783,-0.260,0.075,-0.885,38.040
'0:58.016',0.937,1269.582,1.228,-15.360,-26.050,4.009,-10.585,2.850,3.929,-10.647,2.978,-0.272,0.075,-0.885,38.044
'0:58.020',-0.937,1319.410,1.419,-12.392,-27.477,4.010,-10.476,2.888,3.969,-10.496,2.824,-0.281,0.077,-0.850,38.048
'0:58.023',0.128,1356.031,1.668,-8.697,-29.212,4.012,-10.332,2.903,4.046,-10.302,2.905,-0.260,0.085,-0.848,38.051
'0:58.027',2.555,1336.255,2.212,-4.490,-30.513,3.989,-10.175,2.930,3.968,-10.182,2.983,-0.274,0.080,-0.860,38.055
'0:58.031',3.109,1368.497,2.600,0.643,-32.044,3.992,-9.909,2.995,4.008,-9.951,2.907,-0.279,0.071,-0.887,38.059
'0:58.035',1.214,1411.721,3.259,6.395,-33.766,3.982,-9.668,3.048,3.930,-9.754,3.025,-0.281,0.085,-0.856,38.063
'0:58.039',-0.405,1420.515,3.981,12.881,-35.528,3.998,-9.354,3.114,3.970,-9.329,2.951,-0.281,0.085,-0.856,38.067
'0:58.043',0.128,1443.963,4.729,20.401,-37.228,4.025,-9.054,3.144,3.968,-8.974,3.188,-0.290,0.087,-0.869,38.071
'0:58.047',2.023,1453.463,5.837,28.279,-39.451,4.041,-8.754,3.137,4.045,-8.859,3.190,-0.279,0.085,-0.885,38.075
'0:58.051',18.206,1492.309,6.753,36.456,-41.287,4.069,-8.454,3.131,4.085,-8.473,3.115,-0.298,0.075,-0.852,38.079
'0:58.055',0.937,1550.930,7.708,45.184,-43.379,4.047,-8.178,3.075,3.970,-8.200,3.077,-0.291,0.080,-0.877,38.083
'0:58.059',0.937,1557.499,8.733,53.874,-45.193,4.025,-7.963,2.994,4.086,-7.931,3.003,-0.279,0.085,-0.869,38.087
'0:58.063',1.214,1580.947,9.786,62.533,-47.102,3.966,-7.771,2.900,4.050,-7.819,2.769,-0.291,0.092,-0.892,38.090
'0:58.066',16.843,1630.034,10.416,70.908,-49.177,3.882,-7.628,2.744,3.820,-7.622,2.689,-0.291,0.092,-0.892,38.094
'0:58.070',16.310,1647.621,11.253,78.940,-50.943,3.834,-7.569,2.636,3.821,-7.548,2.533,-0.297,0.100,-0.873,38.098
'0:58.074',17.120,1648.362,12.106,86.620,-53.087,3.773,-7.559,2.477,3.744,-7.547,2.492,-0.293,0.100,-0.862,38.102
'0:58.078',17.929,1691.587,12.654,93.428,-54.723,3.711,-7.608,2.343,3.669,-7.666,2.295,-0.298,0.103,-0.852,38.106
'0:58.082',33.302,1731.880,13.319,100.962,-56.945,3.649,-7.729,2.218,3.592,-7.704,2.254,-0.314,0.103,-0.856,38.110
'0:58.086',47.313,1707.690,14.286,107.051,-58.646,3.586,-7.898,2.093,3.555,-8.174,2.015,-0.309,0.117,-0.892,38.114
'0:58.090',47.313,1726.018,14.690,112.673,-59.812,3.486,-8.089,2.028,3.401,-8.132,2.052,-0.309,0.117,-0.892,38.118
'0:58.094',34.367,1752.363,15.241,117.997,-61.138,3.434,-8.342,1.950,3.401,-8.366,1.972,-0.312,0.121,-0.848,38.122
'0:58.098',35.985,1740.674,15.550,122.319,-62.130,3.321,-8.629,1.895,3.248,-8.716,1.850,-0.318,0.121,-0.833,38.126
'0:58.102',49.464,1733.328,16.781,130.251,-63.187,3.257,-8.880,1.878,3.170,-8.830,1.886,-0.325,0.133,-0.835,38.130
'0:58.105',45.695,1726.724,17.434,133.556,-63.278,3.168,-9.155,1.871,3.055,-9.218,1.804,-0.316,0.147,-0.854,38.133
'0:58.109',46.504,1692.293,18.462,136.661,-63.300,3.104,-9.405,1.890,3.016,-9.371,1.879,-0.325,0.142,-0.839,38.137
'0:58.113',50.273,1678.379,19.089,139.354,-63.183,3.053,-9.644,1.909,2.938,-9.719,1.915,-0.328,0.151,-0.837,38.141
'0:58.117',36.539,1651.293,20.254,141.618,-63.070,2.989,-9.871,1.905,2.900,-9.990,1.912,-0.328,0.151,-0.837,38.145
'0:58.121',3.641,1638.086,21.320,142.995,-62.691,2.913,-10.110,1.899,2.900,-10.068,1.911,-0.316,0.153,-0.843,38.149
'0:58.125',-14.969,1556.051,22.386,144.035,-62.395,2.850,-10.253,1.871,2.746,-10.259,1.907,-0.330,0.172,-0.846,38.153
